distance_km,duration_min,vehicle_type,make,model,vehicle_year,seats,fuel_type,nominal_l_per_100km,allowed_load_kg,passengers,load_kg,traffic_band,weather,ac_used,urban_share,highway_share,actual_liters
211.3,293.6,Van,Ford,Transit,2022,10,Petrol,10.7,700,10,347.0,Medium,Hot,1,0.27,0.73,31.84
222.9,268.1,Van,Hyundai,H1,2022,14,Diesel,12.3,1100,7,975.8,Low,Rain,0,0.27,0.73,33.38
332.4,561.3,Bus,Toyota,Coaster,2022,30,Petrol,17.9,3000,27,446.5,High,Clear,0,0.32,0.68,73.01
182.0,240.1,Bus,Mercedes,Sprinter,2022,18,Diesel,13.8,1500,17,1093.7,Medium,Hot,1,0.31,0.69,32.96
316.1,759.2,Car,Kia,Cerato,2022,4,Petrol,6.7,400,4,20.6,Low,,1,0.66,0.34,27.71
367.4,667.4,Car,Hyundai,Elantra,2025,5,Petrol,6.5,400,2,327.5,Low,Windy,1,0.47,0.53,32.09
265.6,364.5,Van,Toyota,Hiace,2016,14,Petrol,9.0,700,2,26.5,Medium,Clear,0,0.18,0.82,27.53
449.8,465.5,Van,Hyundai,H1,2021,12,Petrol,10.9,900,11,370.7,High,Clear,1,0.84,0.16,73.29
169.0,213.4,Bus,Mercedes,Sprinter,2019,18,Diesel,17.2,3000,16,627.6,High,Hot,0,0.94,0.06,44.28
358.3,557.0,Bus,Toyota,Coaster,2025,40,Petrol,14.6,2000,31,1184.5,High,Clear,1,0.35,0.65,68.88
444.3,606.9,Car,Hyundai,Elantra,2024,5,Petrol,8.0,500,1,251.4,High,Hot,0,0.28,0.72,49.95
428.4,487.5,Van,Hyundai,H1,2023,12,Petrol,9.4,900,9,577.5,Medium,Clear,1,0.84,0.16,57.39
134.5,282.4,Bus,Isuzu,Bus,2017,40,Diesel,18.7,1500,38,1125.9,High,Clear,1,0.21,0.79,34.9
236.3,282.8,Car,Hyundai,Elantra,2018,5,Petrol,8.4,500,4,24.4,Medium,Windy,0,0.79,0.21,23.95
147.5,208.1,Bus,Toyota,Coaster,2025,22,Diesel,18.2,3000,9,1196.3,High,Rain,0,0.52,0.48,39.36
328.7,538.2,Bus,Mercedes,Sprinter,2023,22,Diesel,17.9,1500,6,1189.5,High,Rain,1,0.46,0.54,91.86
180.2,373.8,Bus,Isuzu,Bus,2024,30,Diesel,15.0,1500,19,1041.7,Low,Windy,1,0.66,0.34,34.71
50.4,76.6,Car,Hyundai,Elantra,2025,4,Petrol,7.8,400,4,381.2,Medium,Hot,0,0.18,0.82,5.4
114.0,240.3,Bus,Toyota,Coaster,2022,40,Diesel,19.8,3000,20,831.8,Low,,0,0.76,0.24,29.06
105.1,152.3,Van,Toyota,Hiace,2024,8,Diesel,9.0,700,8,206.1,High,Clear,0,0.43,0.57,12.94
252.4,333.5,Van,Toyota,Hiace,2022,10,Petrol,10.1,1100,8,89.0,High,Clear,0,0.92,0.08,35.22
295.4,623.6,Car,Nissan,Sunny,2019,5,Petrol,6.3,400,1,52.2,Low,Windy,1,0.92,0.08,22.05
237.6,219.3,Van,Ford,Transit,2021,14,Diesel,9.1,900,9,469.3,High,Clear,0,0.3,0.7,26.27
192.8,244.1,Bus,Isuzu,Bus,2025,22,Petrol,17.1,2000,21,1086.3,Medium,Rain,0,0.9,0.1,46.28
274.2,383.7,Bus,Toyota,Coaster,2024,22,Diesel,18.0,3000,14,467.2,High,Hot,0,0.33,0.67,65.09
48.6,52.8,Van,Hyundai,H1,2016,12,Petrol,9.1,700,2,552.3,Low,Hot,1,0.6,0.4,6.26
426.2,614.9,Van,Ford,Transit,2021,12,Petrol,10.9,700,12,480.9,High,Rain,1,0.6,0.4,70.27
319.8,550.1,Bus,Isuzu,Bus,2021,30,Diesel,13.4,3000,23,560.2,Medium,Windy,1,0.53,0.47,53.26
39.1,72.9,Bus,Mercedes,Sprinter,2017,30,Diesel,15.8,2000,19,87.7,High,Windy,1,0.79,0.21,8.36
322.8,365.8,Van,Ford,Transit,2016,8,Petrol,10.1,1100,4,1093.8,High,Clear,1,0.92,0.08,52.83
436.5,673.3,Bus,Toyota,Coaster,2021,18,Petrol,16.0,2000,18,1023.9,Low,Windy,1,0.51,0.49,82.63
163.3,199.1,Car,Kia,Cerato,2016,4,Diesel,8.3,600,3,82.2,Medium,Hot,1,0.4,0.6,17.04
105.6,160.6,Car,Nissan,Sunny,2020,4,Diesel,8.3,400,4,359.0,High,Windy,0,0.94,0.06,13.25
180.6,212.8,Car,Kia,Cerato,2018,4,Petrol,6.3,500,2,339.8,Medium,Windy,0,0.46,0.54,14.74
74.2,117.9,Bus,Isuzu,Bus,2018,40,Diesel,13.9,1500,16,81.4,Medium,Rain,0,0.47,0.53,12.76
301.5,425.1,Bus,Mercedes,Sprinter,2019,22,Petrol,14.7,1500,4,847.4,High,Hot,0,0.94,0.06,66.05
93.8,102.6,Car,Kia,Cerato,2025,4,Diesel,8.3,500,3,356.1,Low,Hot,1,0.46,0.54,9.2
147.3,331.7,Van,Hyundai,H1,2019,12,Petrol,12.3,1100,1,733.3,Medium,Hot,1,0.5,0.5,26.9
347.9,690.3,Van,Hyundai,H1,2024,12,Diesel,8.9,1100,6,822.4,High,Windy,0,0.65,0.35,41.48
318.6,293.7,Bus,Isuzu,Bus,2019,18,Petrol,13.3,3000,18,750.4,Medium,Rain,0,0.55,0.45,52.24
410.3,893.2,Van,Ford,Transit,2017,12,Petrol,12.1,900,9,716.0,Low,Windy,0,0.35,0.65,63.88
199.8,269.2,Bus,Toyota,Coaster,2018,40,Petrol,17.8,3000,25,493.0,Medium,Hot,0,0.1,0.9,43.29
250.7,466.1,Bus,Isuzu,Bus,2020,30,Petrol,15.1,1500,8,364.4,High,Hot,1,0.89,0.11,54.87
149.4,159.7,Bus,Mercedes,Sprinter,2021,18,Petrol,17.5,3000,9,872.1,Medium,Windy,1,0.94,0.06,36.09
425.8,719.1,Car,Kia,Cerato,2022,4,Diesel,7.3,600,2,493.8,Low,Windy,1,0.27,0.73,39.25
367.9,689.7,Van,Toyota,Hiace,2018,14,Diesel,8.9,700,12,142.7,Medium,Clear,1,0.24,0.76,38.4
327.3,653.6,Car,Toyota,Corolla,2017,5,Petrol,6.6,600,1,369.9,Medium,Rain,0,0.19,0.81,26.42
384.5,808.9,Car,Toyota,Corolla,2021,4,Diesel,8.4,400,4,329.9,Medium,Windy,1,0.23,0.77,39.93
410.9,961.0,Car,Toyota,Corolla,2016,5,Petrol,6.3,500,2,189.6,Medium,Hot,1,0.68,0.32,37.81
415.9,403.2,Car,Kia,Cerato,2021,5,Diesel,6.2,500,5,92.5,Medium,Windy,0,0.68,0.32,29.74
356.0,364.4,Car,Kia,Cerato,2017,5,Diesel,7.7,500,2,173.7,Medium,Rain,1,0.79,0.21,37.66
224.9,318.5,Car,Kia,Cerato,2021,4,Diesel,6.5,500,3,86.3,High,Hot,1,0.46,0.54,20.81
95.5,104.6,Car,Nissan,Sunny,2016,4,Petrol,7.8,400,4,383.9,Low,Clear,1,0.41,0.59,9.99
57.2,69.5,Van,Toyota,Hiace,2018,10,Petrol,11.8,700,1,493.4,Medium,Windy,0,0.7,0.3,9.12
258.3,260.3,Car,Hyundai,Elantra,2016,5,Petrol,6.4,400,2,198.5,Low,Windy,1,0.45,0.55,20.44
307.6,305.4,Bus,Mercedes,Sprinter,2022,22,Petrol,16.5,1500,9,1104.6,High,Windy,0,0.46,0.54,66.11
274.3,600.3,Van,Ford,Transit,2024,8,Diesel,9.4,700,8,233.0,High,Rain,1,0.24,0.76,39.73
52.4,96.3,Car,Kia,Cerato,2024,5,Petrol,6.1,500,3,110.1,Low,Clear,0,0.33,0.67,3.63
431.6,557.9,Car,Kia,Cerato,2020,4,Petrol,8.4,400,4,295.8,Low,Clear,1,0.45,0.55,45.58
72.4,121.9,Bus,Toyota,Coaster,2018,40,Diesel,17.1,1500,6,1144.3,Low,Hot,0,0.75,0.25,14.7
111.4,115.8,Van,Hyundai,H1,2022,14,Petrol,8.7,1100,3,632.3,Medium,Clear,0,0.22,0.78,11.98
44.7,105.4,Car,Kia,Cerato,2021,4,Diesel,6.2,600,3,592.0,Medium,Rain,0,0.9,0.1,4.24
171.3,202.2,Van,Ford,Transit,2021,10,Petrol,10.3,1100,5,967.6,High,Clear,0,0.73,0.27,23.31
302.8,463.1,Van,Toyota,Hiace,2023,14,Diesel,11.9,700,9,632.1,Medium,Clear,0,0.25,0.75,40.77
317.5,422.3,Van,Toyota,Hiace,2019,12,Diesel,9.9,1100,1,608.7,Medium,Hot,0,0.37,0.63,37.01
125.1,147.1,Van,Toyota,Hiace,2022,8,Diesel,9.3,700,2,206.3,Low,Windy,1,0.84,0.16,14.51
216.6,241.1,Van,Hyundai,H1,2023,12,Petrol,9.2,900,12,404.4,High,Rain,0,0.58,0.42,30.4
11.3,38.7,Bus,Mercedes,Sprinter,2021,30,Diesel,17.6,3000,16,1039.9,Low,Rain,1,0.54,0.46,2.35
314.9,335.7,Van,Ford,Transit,2022,8,Diesel,8.6,1100,4,395.9,Low,Clear,1,0.79,0.21,29.88
194.5,182.9,Van,Ford,Transit,2024,14,Diesel,10.2,900,3,423.8,Medium,Hot,0,0.56,0.44,24.64
51.1,72.8,Car,Toyota,Corolla,2022,4,Diesel,6.2,400,1,260.7,High,Clear,1,0.82,0.18,4.4
8.4,22.6,Van,Toyota,Hiace,2022,12,Diesel,12.4,900,5,255.5,High,Windy,1,0.81,0.19,1.59
146.3,288.0,Car,Toyota,Corolla,2025,4,Diesel,6.4,500,4,136.1,Medium,Hot,1,0.8,0.2,13.34
107.8,121.7,Bus,Mercedes,Sprinter,2022,40,Petrol,19.3,3000,8,765.1,Medium,Windy,0,0.91,0.09,24.91
175.2,188.2,Bus,Mercedes,Sprinter,2025,18,Petrol,17.3,3000,15,768.7,Medium,,0,0.65,0.35,36.21
289.1,347.2,Van,Ford,Transit,2016,8,Petrol,9.6,700,8,650.5,Low,Clear,0,0.34,0.66,34.68
431.9,933.6,Van,Toyota,Hiace,2023,14,Petrol,11.7,900,7,802.9,High,,0,0.25,0.75,67.49
248.2,487.1,Car,Toyota,Corolla,2025,5,Petrol,8.5,500,1,112.6,Low,Clear,0,0.28,0.72,21.7
320.1,370.1,Car,Hyundai,Elantra,2021,5,Diesel,6.7,400,4,185.7,Medium,Hot,1,0.25,0.75,29.02
397.9,565.4,Bus,Toyota,Coaster,2022,22,Petrol,18.6,3000,11,755.0,High,Rain,1,0.27,0.73,105.67
182.2,387.7,Van,Ford,Transit,2021,14,Petrol,9.7,1100,7,874.2,Medium,Hot,0,0.28,0.72,21.99
358.9,348.1,Van,Ford,Transit,2025,8,Petrol,11.4,700,7,212.9,Low,Hot,0,0.58,0.42,48.92
362.2,487.9,Bus,Toyota,Coaster,2016,30,Petrol,18.7,1500,14,160.7,Medium,Hot,1,0.6,0.4,88.54
413.5,948.2,Car,Nissan,Sunny,2024,5,Petrol,6.3,500,1,245.5,Medium,Windy,1,0.37,0.63,33.22
380.2,347.0,Bus,Mercedes,Sprinter,2017,40,Diesel,15.1,2000,15,76.4,Low,Hot,0,0.94,0.06,72.96
54.3,55.1,Bus,Toyota,Coaster,2016,18,Petrol,19.5,1500,11,831.7,Medium,Windy,0,0.89,0.11,14.41
262.2,316.7,Van,Ford,Transit,2019,14,Petrol,11.2,1100,6,854.5,Medium,Hot,0,0.32,0.68,36.75
99.6,125.0,Bus,Isuzu,Bus,2016,22,Diesel,17.9,1500,13,241.7,Low,Windy,0,0.79,0.21,22.03
412.9,601.3,Van,Ford,Transit,2019,10,Diesel,11.9,700,10,369.2,Medium,Hot,0,0.34,0.66,58.87
12.4,27.9,Car,Hyundai,Elantra,2019,5,Diesel,8.2,600,4,403.9,Medium,Windy,1,0.2,0.8,1.36
26.9,66.4,Bus,Toyota,Coaster,2017,30,Diesel,13.4,2000,7,366.9,Medium,Hot,1,0.55,0.45,4.89
111.3,148.3,Car,Toyota,Corolla,2020,4,Petrol,6.3,400,4,168.9,Low,Hot,1,0.52,0.48,8.33
217.2,364.1,Bus,Toyota,Coaster,2025,18,Petrol,13.7,3000,8,220.9,High,Clear,0,0.26,0.74,38.61
307.2,310.6,Van,Hyundai,H1,2018,8,Diesel,9.2,900,8,533.2,Medium,Hot,1,0.19,0.81,40.22
223.3,347.1,Car,Hyundai,Elantra,2023,4,Diesel,6.2,600,4,167.1,Medium,Clear,1,0.36,0.64,16.58
164.0,392.3,Bus,Isuzu,Bus,2018,18,Petrol,14.0,2000,14,444.1,High,Clear,0,0.88,0.12,30.25
179.0,275.2,Bus,Toyota,Coaster,2021,22,Diesel,14.9,3000,10,244.9,High,Windy,0,0.47,0.53,34.3
253.4,487.6,Bus,Mercedes,Sprinter,2025,40,Petrol,17.8,3000,5,963.7,Low,Rain,0,0.28,0.72,55.38
354.4,475.8,Van,Hyundai,H1,2020,8,Petrol,8.7,700,3,668.5,High,Windy,0,0.95,0.05,43.53
270.7,511.1,Van,Toyota,Hiace,2020,14,Diesel,10.2,700,6,567.0,Low,Hot,1,0.22,0.78,35.18
239.3,272.9,Bus,Toyota,Coaster,2018,22,Diesel,15.6,2000,22,860.9,Medium,Windy,1,0.5,0.5,54.03
232.9,473.4,Van,Toyota,Hiace,2025,10,Diesel,11.0,900,10,792.5,Low,Rain,0,0.44,0.56,29.48
219.3,336.2,Van,Ford,Transit,2025,8,Petrol,9.8,700,1,497.1,High,Hot,1,0.22,0.78,33.47
396.6,502.9,Van,Ford,Transit,2025,10,Diesel,9.0,700,2,342.1,High,Rain,1,0.15,0.85,49.58
70.1,170.5,Bus,Toyota,Coaster,2022,40,Petrol,19.0,3000,16,221.5,High,Hot,1,0.51,0.49,18.24
367.0,707.4,Bus,Toyota,Coaster,2022,40,Diesel,15.7,1500,8,685.8,Low,Windy,0,0.65,0.35,70.94
385.8,499.6,Van,Ford,Transit,2024,14,Diesel,9.6,700,12,377.0,High,Clear,0,0.66,0.34,47.93
433.3,507.0,Bus,Toyota,Coaster,2022,40,Diesel,13.5,3000,33,935.0,High,Windy,0,0.69,0.31,80.26
420.7,567.6,Car,Toyota,Corolla,2023,4,Diesel,6.6,600,2,81.2,Low,Rain,1,0.88,0.12,33.51
173.0,168.7,Van,Ford,Transit,2023,8,Diesel,12.2,900,4,192.2,Medium,Rain,1,0.29,0.71,29.29
349.6,441.4,Bus,Mercedes,Sprinter,2021,18,Diesel,14.4,1500,11,238.7,High,Rain,0,0.81,0.19,72.57
258.3,522.4,Bus,Mercedes,Sprinter,2017,18,Diesel,16.1,3000,4,159.2,Low,Clear,1,0.12,0.88,49.12
242.8,424.2,Bus,Toyota,Coaster,2017,18,Diesel,19.1,1500,17,388.4,High,Clear,0,0.6,0.4,65.7
248.5,285.1,Van,Hyundai,H1,2019,10,Petrol,9.8,700,1,180.2,Low,Clear,1,0.93,0.07,31.82
294.4,410.3,Van,Ford,Transit,2019,8,Petrol,8.9,900,4,38.9,Low,Clear,0,0.55,0.45,29.83
56.4,132.0,Van,Ford,Transit,2018,10,Petrol,10.2,900,6,329.6,Medium,Rain,0,0.3,0.7,6.98
200.2,331.3,Car,Toyota,Corolla,2018,4,Petrol,8.0,400,2,399.3,Low,Rain,1,0.66,0.34,23.2
423.9,435.4,Van,Ford,Transit,2020,12,Diesel,12.1,700,11,186.1,Medium,Windy,0,0.15,0.85,64.39
327.6,331.0,Bus,Mercedes,Sprinter,2021,30,Diesel,18.2,1500,8,844.0,High,Rain,0,0.12,0.88,87.18
388.9,557.6,Car,Toyota,Corolla,2016,5,Diesel,8.1,500,2,202.1,High,Rain,0,0.66,0.34,43.63
198.2,292.0,Van,Ford,Transit,2025,10,Diesel,11.5,900,1,730.5,High,Rain,1,0.83,0.17,39.66
129.9,151.7,Van,Toyota,Hiace,2016,14,Diesel,10.4,700,4,544.5,Medium,Windy,1,0.13,0.87,17.77
202.5,476.6,Car,Toyota,Corolla,2018,5,Diesel,7.4,500,1,483.6,Medium,Hot,1,0.15,0.85,22.39
61.6,77.9,Car,Nissan,Sunny,2023,4,Diesel,6.6,500,1,131.7,High,Clear,0,0.68,0.32,5.56
272.3,408.0,Bus,Toyota,Coaster,2016,30,Diesel,13.1,2000,15,153.6,Low,Hot,0,0.38,0.62,40.29
404.3,608.0,Car,Toyota,Corolla,2022,5,Petrol,7.5,500,3,318.5,Low,Windy,0,0.35,0.65,32.77
297.4,586.0,Bus,Isuzu,Bus,2016,30,Petrol,19.6,2000,21,112.6,Low,Hot,1,0.56,0.44,68.59
151.3,178.4,Bus,Toyota,Coaster,2019,30,Diesel,14.9,3000,8,557.9,High,Clear,0,0.48,0.52,30.96
354.9,628.3,Bus,Mercedes,Sprinter,2023,30,Diesel,17.6,3000,5,1112.3,Low,Rain,0,0.61,0.39,79.18
395.0,930.3,Van,Ford,Transit,2018,10,Diesel,10.8,1100,5,846.8,High,Rain,0,0.21,0.79,57.7
112.4,190.0,Car,Nissan,Sunny,2024,5,Diesel,6.9,500,3,303.9,High,Clear,0,0.16,0.84,10.53
327.0,406.3,Bus,Toyota,Coaster,2018,30,Diesel,18.3,3000,17,118.9,Low,Windy,1,0.42,0.58,70.63
231.2,219.9,Van,Hyundai,H1,2025,12,Petrol,8.7,1100,7,364.1,Low,Hot,0,0.79,0.21,24.66
126.9,197.3,Bus,Toyota,Coaster,2020,18,Petrol,15.4,1500,10,1128.3,Medium,,0,0.67,0.33,23.01
130.4,131.3,Car,Toyota,Corolla,2019,4,Petrol,6.0,400,4,217.9,Medium,Windy,0,0.71,0.29,10.76
436.0,451.3,Van,Toyota,Hiace,2017,10,Petrol,12.5,1100,4,805.6,Medium,Hot,1,0.33,0.67,77.98
427.4,492.9,Van,Toyota,Hiace,2016,12,Petrol,9.3,1100,10,426.3,Low,Hot,1,0.5,0.5,51.01
277.0,297.8,Car,Toyota,Corolla,2024,4,Petrol,6.0,400,3,253.1,High,,1,0.51,0.49,25.48
246.8,397.2,Bus,Toyota,Coaster,2021,40,Diesel,18.6,2000,19,515.1,Medium,Windy,0,0.66,0.34,52.91
188.3,329.9,Van,Ford,Transit,2025,14,Diesel,11.3,900,9,209.3,Medium,Clear,1,0.32,0.68,25.21
142.3,215.9,Van,Toyota,Hiace,2016,12,Petrol,10.4,700,3,384.5,High,Clear,1,0.21,0.79,21.06
243.3,236.5,Van,Hyundai,H1,2021,8,Petrol,11.1,1100,7,948.5,Low,Windy,0,0.87,0.13,32.27
131.0,322.0,Car,Toyota,Corolla,2018,4,Diesel,7.3,500,2,36.2,High,Clear,1,0.66,0.34,12.49
413.9,867.3,Bus,Isuzu,Bus,2025,40,Diesel,13.1,3000,26,249.3,High,Windy,1,0.46,0.54,78.02
435.3,536.9,Van,Ford,Transit,2019,14,Diesel,10.0,900,12,489.2,Low,Rain,0,0.94,0.06,58.16
255.6,297.7,Car,Toyota,Corolla,2023,5,Diesel,7.9,500,1,65.8,Low,Hot,1,0.6,0.4,22.96
143.6,223.1,Bus,Isuzu,Bus,2022,22,Diesel,13.4,2000,11,833.0,High,Rain,0,0.33,0.67,25.63
414.9,570.7,Car,Kia,Cerato,2017,5,Petrol,7.8,600,2,459.0,Low,Clear,0,0.27,0.73,39.11
9.1,47.9,Car,Nissan,Sunny,2022,4,Petrol,7.9,600,3,323.0,High,Windy,0,0.22,0.78,0.95
78.1,98.8,Bus,Toyota,Coaster,2018,40,Petrol,16.2,2000,21,511.2,Low,Rain,0,0.94,0.06,14.72
34.7,65.9,Van,Hyundai,H1,2018,8,Diesel,8.7,900,6,573.4,Low,Windy,1,0.8,0.2,4.18
129.6,218.7,Bus,Isuzu,Bus,2019,22,Diesel,13.5,1500,17,713.0,Medium,Windy,1,0.92,0.08,25.37
39.6,43.0,Car,Toyota,Corolla,2021,4,Diesel,6.4,500,4,224.2,Medium,Windy,1,0.53,0.47,3.15
398.1,408.6,Van,Hyundai,H1,2017,12,Diesel,11.9,900,11,753.6,High,Hot,1,0.58,0.42,74.9
329.2,589.5,Bus,Toyota,Coaster,2021,22,Petrol,13.2,2000,7,471.3,Low,Clear,0,0.48,0.52,46.81
290.5,436.0,Van,Hyundai,H1,2020,8,Diesel,10.9,700,5,206.4,Low,Clear,1,0.95,0.05,39.31
392.6,777.2,Car,Toyota,Corolla,2018,5,Petrol,6.1,600,1,52.5,High,Clear,1,0.18,0.82,32.02
234.8,224.3,Bus,Toyota,Coaster,2021,22,Diesel,19.3,3000,22,810.2,Low,Hot,0,0.72,0.28,49.36
126.8,200.1,Bus,Isuzu,Bus,2020,40,Petrol,14.2,3000,37,1006.6,Low,Rain,0,0.2,0.8,19.67
395.4,364.4,Car,Hyundai,Elantra,2017,4,Petrol,6.5,500,2,378.8,High,Hot,1,0.15,0.85,40.04
120.4,168.6,Van,Toyota,Hiace,2020,10,Diesel,9.6,700,6,413.5,Medium,Rain,0,0.13,0.87,15.64
157.3,156.4,Bus,Toyota,Coaster,2019,30,Petrol,17.5,3000,24,957.3,Low,Hot,1,0.29,0.71,32.39
297.9,285.7,Van,Toyota,Hiace,2022,14,Petrol,10.8,900,2,573.9,Low,Hot,1,0.5,0.5,39.69
269.1,310.3,Car,Nissan,Sunny,2023,4,Petrol,7.9,500,4,420.4,Medium,Windy,1,0.51,0.49,28.65
17.7,50.2,Car,Nissan,Sunny,2025,5,Petrol,7.9,600,5,579.8,High,Hot,0,0.21,0.79,1.91
94.2,185.3,Van,Hyundai,H1,2018,14,Diesel,9.2,700,3,180.6,Low,Rain,0,0.72,0.28,10.14
374.9,420.2,Car,Nissan,Sunny,2022,5,Diesel,7.7,500,1,206.0,Medium,Hot,1,0.76,0.24,42.14
169.3,277.7,Van,Hyundai,H1,2019,8,Diesel,9.4,1100,7,1007.8,High,Hot,0,0.52,0.48,21.53
20.5,33.6,Bus,Mercedes,Sprinter,2023,40,Petrol,14.1,2000,11,489.9,High,Clear,1,0.79,0.21,3.94
10.2,33.0,Car,Kia,Cerato,2023,4,Diesel,7.4,500,4,390.3,Medium,Rain,1,0.73,0.27,1.04
343.0,327.7,Van,Ford,Transit,2024,12,Diesel,8.9,700,1,249.2,High,Windy,0,0.54,0.46,41.64
117.3,187.5,Car,Toyota,Corolla,2021,5,Diesel,7.2,400,1,226.2,Low,Windy,1,0.45,0.55,10.29
42.4,110.1,Van,Ford,Transit,2018,8,Diesel,10.6,900,8,399.4,Medium,Windy,1,0.69,0.31,5.92
417.7,442.4,Car,Hyundai,Elantra,2021,4,Petrol,7.0,600,1,126.7,High,,0,0.81,0.19,39.19
215.4,234.1,Van,Ford,Transit,2025,10,Diesel,11.3,700,3,208.3,High,Clear,1,0.87,0.13,35.38
48.2,105.1,Van,Ford,Transit,2021,10,Diesel,9.6,900,4,76.1,Medium,Rain,1,0.64,0.36,6.14
385.2,505.3,Van,Hyundai,H1,2023,12,Petrol,9.9,900,3,612.2,Medium,Rain,0,0.66,0.34,52.17
18.2,29.7,Car,Hyundai,Elantra,2023,5,Petrol,6.8,500,3,291.1,Medium,Clear,1,0.57,0.43,1.6
259.0,479.3,Van,Ford,Transit,2017,8,Diesel,8.9,700,7,394.0,Medium,Hot,1,0.87,0.13,32.27
387.3,508.2,Bus,Isuzu,Bus,2019,30,Diesel,16.5,3000,27,1111.0,Low,Hot,1,0.35,0.65,79.45
89.0,213.6,Bus,Mercedes,Sprinter,2022,40,Diesel,17.1,2000,40,751.5,Low,Rain,0,0.38,0.62,17.31
169.2,167.1,Bus,Isuzu,Bus,2023,40,Petrol,16.9,1500,13,400.8,Medium,Clear,0,0.28,0.72,32.39
210.7,190.2,Car,Nissan,Sunny,2019,4,Diesel,8.0,500,1,347.4,Medium,Rain,1,0.16,0.84,23.34
366.2,376.0,Bus,Isuzu,Bus,2020,18,Diesel,16.1,3000,2,448.8,High,Rain,1,0.77,0.23,84.5
359.0,632.6,Bus,Mercedes,Sprinter,2019,30,Diesel,15.9,2000,21,838.6,Medium,Rain,0,0.74,0.26,75.15
133.4,243.3,Van,Ford,Transit,2024,12,Diesel,10.9,700,6,505.4,Medium,Hot,1,0.5,0.5,19.86
264.5,506.3,Car,Kia,Cerato,2019,5,Diesel,6.6,400,3,294.0,High,Rain,1,0.63,0.37,26.63
392.5,521.5,Van,Ford,Transit,2018,12,Diesel,10.0,900,7,32.5,Low,Windy,0,0.36,0.64,41.54
404.7,430.1,Car,Kia,Cerato,2024,5,Petrol,7.1,600,1,251.1,Low,Windy,0,0.33,0.67,34.54
106.6,121.1,Bus,Isuzu,Bus,2019,22,Petrol,14.7,3000,20,333.6,Medium,Clear,0,0.72,0.28,19.88
356.6,773.3,Car,Hyundai,Elantra,2021,5,Petrol,7.2,600,4,68.4,Low,Clear,0,0.61,0.39,26.67
125.5,154.2,Bus,Mercedes,Sprinter,2025,40,Diesel,19.9,2000,31,626.8,High,Windy,1,0.84,0.16,35.19
147.0,144.9,Bus,Toyota,Coaster,2016,18,Petrol,19.8,1500,6,231.0,Medium,Windy,0,0.89,0.11,37.25
309.7,288.7,Car,Kia,Cerato,2017,5,Petrol,6.8,600,2,207.8,Low,Rain,0,0.82,0.18,27.23
215.0,215.6,Bus,Isuzu,Bus,2020,40,Diesel,18.5,2000,10,381.4,High,,1,0.48,0.52,55.55
13.7,24.7,Car,Nissan,Sunny,2020,5,Petrol,7.6,400,3,132.0,Medium,,1,0.46,0.54,1.29
424.0,521.0,Van,Hyundai,H1,2023,8,Diesel,8.8,700,1,551.2,Medium,Rain,0,0.34,0.66,50.29
64.8,79.3,Van,Hyundai,H1,2023,12,Diesel,10.3,900,12,384.1,Low,Hot,1,0.59,0.41,8.44
431.0,651.1,Bus,Toyota,Coaster,2021,30,Petrol,17.8,1500,24,1063.8,Low,Windy,1,0.29,0.71,92.0
181.4,238.3,Bus,Isuzu,Bus,2022,18,Diesel,14.0,3000,17,91.1,High,Windy,0,0.58,0.42,35.7
352.4,457.1,Bus,Toyota,Coaster,2024,18,Diesel,18.1,3000,3,697.2,Medium,Hot,0,0.75,0.25,79.43
352.6,391.7,Van,Toyota,Hiace,2024,10,Diesel,11.1,900,1,373.3,Medium,,1,0.12,0.88,45.57
402.5,441.8,Bus,Toyota,Coaster,2021,40,Petrol,17.6,1500,13,932.1,Low,Windy,0,0.19,0.81,80.16
139.8,202.0,Car,Kia,Cerato,2019,5,Petrol,8.3,600,2,468.0,Low,Hot,1,0.2,0.8,15.76
367.5,765.1,Car,Nissan,Sunny,2025,5,Diesel,7.0,400,5,295.3,Low,Hot,0,0.2,0.8,29.82
231.4,211.0,Car,Hyundai,Elantra,2020,4,Petrol,8.0,500,4,405.6,Medium,Clear,1,0.41,0.59,23.53
25.2,33.4,Car,Toyota,Corolla,2021,5,Petrol,8.2,400,1,68.6,Low,Hot,1,0.75,0.25,2.38
421.6,393.2,Van,Ford,Transit,2018,14,Diesel,11.8,900,13,608.4,Medium,Clear,0,0.13,0.87,56.68
411.5,925.7,Van,Toyota,Hiace,2018,8,Petrol,9.8,900,3,159.2,Low,Windy,0,0.18,0.82,47.97
216.9,210.2,Bus,Toyota,Coaster,2020,22,Petrol,19.0,3000,11,794.5,Medium,Clear,1,0.52,0.48,54.58
399.7,817.2,Car,Hyundai,Elantra,2020,4,Diesel,7.9,600,2,443.4,Medium,Windy,1,0.67,0.33,43.97
286.2,312.2,Van,Hyundai,H1,2022,10,Diesel,10.8,700,1,117.2,Low,Hot,0,0.44,0.56,32.06
121.9,186.9,Bus,Isuzu,Bus,2025,40,Diesel,16.2,1500,33,1110.2,Medium,Hot,1,0.39,0.61,28.6
434.3,860.0,Bus,Toyota,Coaster,2016,18,Diesel,18.5,2000,15,999.5,Low,Windy,0,0.84,0.16,95.86
93.4,113.9,Car,Nissan,Sunny,2016,4,Petrol,6.4,600,2,346.5,High,Clear,1,0.56,0.44,9.04
